Hospital Name,Details Link,Address,City/Area,Description,Contact Info,Photos,Telephone,Email,Street Address
Al -Nada Specialist Hospital in Fayoum,https://healtheg.com/ar/Item/2900/مستشفى-الندى-التخصصى-بالفيوم,"Al -Nabawi Al -Muhandis, Obeh, Fayoum",Fayoum-Obsesse,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0842152081 - 01000803833,,"Al -Nabawi Al -Muhandis, Obeh, Fayoum"
Al -Nuzha Specialist Hospital,https://healtheg.com/ar/Item/2917/مستشفى-النزهة-التخصصى,"Al -Jamizah St., intersection",Alexandria-New presence,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,033801770 - 033834772,,"Al -Jamizah St., intersection"
New Nozha Hospital,https://healtheg.com/ar/Item/2493/مستشفى-النزهة-الجديدة,"58 Nabil Al -Waqada - Rusafa - Alexandria, Egypt",Alexandria-Muharram Bey,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0128 684 9149,,"58 Nabil Al -Waqada - Rusafa - Alexandria, Egypt"
Al -Nuzha International Hospital,https://healtheg.com/ar/Item/914/مستشفى-النزهة-الدولى,9 Al -Rasheed St.,Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,02 22660555,,9 Al -Rasheed St.
Women and Gynecology Hospital - Ain Shams University,https://healtheg.com/ar/Item/1116/مستشفى-النساء-والتوليد---جامعة-عين-شمس,"Ahmed Lotfy El -Sayed St., Abbasiya, Cairo",Cairo-Abbasiya,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0224822122 - 0226847217,,"Ahmed Lotfy El -Sayed St., Abbasiya, Cairo"
Al -Nasr Specialist Hospital,https://healtheg.com/ar/Item/714/مستشفى-النصر-التخصصى,"34 Shaheen St. Al -Naam Square, close to the Al -Matareya Institute, Ain Shams, Cairo",Cairo-Ain Shams,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0226369632,,"34 Shaheen St. Al -Naam Square, close to the Al -Matareya Institute, Ain Shams, Cairo"
Central Al -Nasr Hospital,https://healtheg.com/ar/Item/2756/مستشفى-النصر-المركزى,Abdul Hadi Al -Hadidi St.,Port Said-Hi climate,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0663224797,,Abdul Hadi Al -Hadidi St.
Al -Nasr Health Insurance Hospital,https://healtheg.com/ar/Item/734/مستشفى-النصر-للتأمين-الصحى,"12 Omar Bin Abdul Aziz St., in front of the aircraft factory - the Arab Establishment, Helwan, Cairo",Cairo-Color,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0225559665 - 0225559664 - 0225559663,,"12 Omar Bin Abdul Aziz St., in front of the aircraft factory - the Arab Establishment, Helwan, Cairo"
Al Naam Specialist Hospital,https://healtheg.com/ar/Item/715/مستشفى-النعام-التخصصى,"40 Ain Shams St., close to monotheism and light, Ain Shams Al Sharqiya, Cairo",Cairo-Ein Shams East,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01001263312 - 01117024656,,"40 Ain Shams St., close to monotheism and light, Ain Shams Al Sharqiya, Cairo"
Nile Hospital,https://healtheg.com/ar/Item/2465/مستشفى-النيل,"July 23, next to the city council, Naqada, Qena",Qena-Naqada,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0966605613 - 0966605614 - 01225558148 - 01273370734,,"July 23, next to the city council, Naqada, Qena"
Nile Specialist Hospital,https://healtheg.com/ar/Item/2949/مستشفى-النيل-التخصصى,"First St. 30 - branch from 45, Al -Asafra, Alexandria",Alexandria-Asfara,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035355389 - 01222848147,,"First St. 30 - branch from 45, Al -Asafra, Alexandria"
Nile Specialist Hospital - Dr. Abdul Shafi Tabl,https://healtheg.com/ar/Item/53634/مستشفي-النيل-التخصصي---الدكتور-عبد-الشافي-طبل,Banha - Corniche of the Nile - Al -Filai neighborhood - next to the building of the Qalubiya Governorate Court - Qaliubiya,Qaliubiya-Benha,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,013 3226880,,Banha - Corniche of the Nile - Al -Filai neighborhood - next to the building of the Qalubiya Governorate Court - Qaliubiya
Nile Badrawi Hospital,https://healtheg.com/ar/Item/929/مستشفي-النيل-بدراوي,"The Nile Corniche, next to Al Salam International Hospital, Maadi, Cairo",Cairo-Maadi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0225242446 - 0225240025 - 0225240212 - 0225240022,,"The Nile Corniche, next to Al Salam International Hospital, Maadi, Cairo"
Hanoville Specialist Hospital,https://healtheg.com/ar/Item/2971/مستشفى-الهانوفيل-التخصصى,Diyar Al -Safa Buildings -in front,Alexandria-Hanoville,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,034386722 - 034373228,,Diyar Al -Safa Buildings -in front
Al Hilal Red Hospital,https://healtheg.com/ar/Item/2531/مستشفى-الهلال-الاحمر,"Othman Mohamed St., in front of the Social Affairs Administration - Tanta Center, Tanta, Western",Western-Tanta,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0403335876 - 0403335834 - 0403359990,,"Othman Mohamed St., in front of the Social Affairs Administration - Tanta Center, Tanta, Western"
The Egyptian Red Crescent Hospital,https://healtheg.com/ar/Item/2573/مستشفى-الهلال-الاحمر-المصرى,"9 Jalal El -Din Al -Hamamzi St., next to the Sayed Al -Shahid Mosque, Mohandessin, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233030337 - 0233030334 - 0233030336,,"9 Jalal El -Din Al -Hamamzi St., next to the Sayed Al -Shahid Mosque, Mohandessin, Giza"
Al Hilal Green Hospital,https://healtheg.com/ar/Item/53661/مستشفى-الهلال-الاخضر,"The third neighboring - tenth of Ramadan, Eastern, Egypt",Eastern-Tenth of Ramadan,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,055 4367231,,"The third neighboring - tenth of Ramadan, Eastern, Egypt"
Al Hilal Green Hospital on the tenth of Ramadan,https://healtheg.com/ar/Item/2416/مستشفى-الهلال-الاخضر-بالعاشر-من-رمضان,"The third neighboring, next to Al -Salam School, Tenth of Ramadan, East",Eastern-Tenth of Ramadan,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,055 4367231,,"The third neighboring, next to Al -Salam School, Tenth of Ramadan, East"
Al Hilal Specialist Hospital,https://healtheg.com/ar/Item/965/مستشفى-الهلال-التخصصى,"1 St. of the French Church, Ezbet Al -Nakhl, Cairo",Cairo-Izbat Al-Nakhl,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0224999413,,"1 St. of the French Church, Ezbet Al -Nakhl, Cairo"
Al Hilal Health Insurance Hospital,https://healtheg.com/ar/Item/2985/مستشفى-الهلال-للتأمين-الصحى,"Nile Corniche St., next to the Office of Post - Damietta, Damietta, Damietta",Damietta-Damietta,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0572254880 - 0572254883,,"Nile Corniche St., next to the Office of Post - Damietta, Damietta, Damietta"
Al Hilal Hospital for Civil Workers at the Ministry of Defense,https://healtheg.com/ar/Item/53659/مستشفى-الهلال-للعاملين-المدنيين-بوزارة-الدفاع,"9 Jalal Al -Din Al -Hammasi St., Mit Oqba, Al -Agouza neighborhood, Giza",Giza-Agouza,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,02 33030334,,"9 Jalal Al -Din Al -Hammasi St., Mit Oqba, Al -Agouza neighborhood, Giza"
Public Authority for Health Insurance,https://healtheg.com/ar/Item/2585/مستشفى-الهيئة-العامة-للتأمين-الصحى,"Next to the Al -Ruwad Club, the tenth of Ramadan, Sharqia",Eastern-Tenth of Ramadan,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,015363104 - 015363105,,"Next to the Al -Ruwad Club, the tenth of Ramadan, Sharqia"
Wafa Hospital,https://healtheg.com/ar/Item/2934/مستشفى-الوفاء,"54 Al -Baytash St., in front of the National Bank of Egypt, Al -Baytash, Alexandria",Alexandria-Al-Bitaas,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,034358318 - 034358506 - 034362898,,"54 Al -Baytash St., in front of the National Bank of Egypt, Al -Baytash, Alexandria"
Central Endowment Hospital,https://healtheg.com/ar/Item/2816/مستشفى-الوقف-المركزى,"Hospital St. - Snaps, Waqf, Qena",Qena-endowment,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0965440019,,"Hospital St. - Snaps, Waqf, Qena"
Jasmine Hospital - Maadi,https://healtheg.com/ar/Item/53556/مستشفى-الياسمين---المعادي,"Algeria Street, the tenth part, after Carrefour Express in front of the Orchards Insurance Office - New Maadi Maadi - Cairo",Cairo-Maadi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0101 411 1130,,"Algeria Street, the tenth part, after Carrefour Express in front of the Orchards Insurance Office - New Maadi Maadi - Cairo"
Al Yusr Hospital,https://healtheg.com/ar/Item/2535/مستشفى-اليسر,"236 Port Said St., next to Cairo Bank, Cleopatra, Alexandria",Alexandria-Cleopatra,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035461677 - 035426049 - 01273000822,,"236 Port Said St., next to Cairo Bank, Cleopatra, Alexandria"
Al -Yusr Hospital - Kidney and Urology Center,https://healtheg.com/ar/Item/25/مستشفى-اليسر---مركز-الكلى-والمسالك-البولية,"236 Port Said St., Cleopatra, Alexandria",Alexandria-Cleopatra,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035440165,,"236 Port Said St., Cleopatra, Alexandria"
Specialized Al -Yusr Hospital,https://healtheg.com/ar/Item/2613/مستشفى-اليسر-التخصصى,1 Tower Blair - Saad Zaghloul St.,Suez-Namsa,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0623312950 - 01001571107,,1 Tower Blair - Saad Zaghloul St.
Alex Specialist Hospital,https://healtheg.com/ar/Item/2963/مستشفى-اليكس-التخصصى,"12 Rushdie St., the intersection of Abdel Hamid Al -Abadi St., next to Damas, Rushdie, Alexandria",Alexandria-Rashidi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035460130,,"12 Rushdie St., the intersection of Abdel Hamid Al -Abadi St., next to Damas, Rushdie, Alexandria"
Anglo American Hospital,https://healtheg.com/ar/Item/942/مستشفى-انجلو-امريكان,"3 Al -Zahriya Park St., close to Cairo Tower, Zamalek, Cairo",Cairo-Zamalek,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,02 27356164,,"3 Al -Zahriya Park St., close to Cairo Tower, Zamalek, Cairo"
Andalusia Maadi Hospital,https://healtheg.com/ar/Item/818/مستشفى-اندلسية-المعادى,"Peninsula 4 C -6 - Taksim Al -Laqli, behind the Shell gasoline station Egypt, Maadi, Cairo",Cairo-Maadi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,16781 - 0225036100,,"Peninsula 4 C -6 - Taksim Al -Laqli, behind the Shell gasoline station Egypt, Maadi, Cairo"
Andalusia Smouha Hospital,https://healtheg.com/ar/Item/3059/مستشفى-اندلسية-سموحة,35 Baha Al -Din Al -Ghaturi St.,Alexandria-Smouha,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,+2034275124,,35 Baha Al -Din Al -Ghaturi St.
Osim Central Hospital,https://healtheg.com/ar/Item/2753/مستشفى-اوسيم-المركزى,"Caliph Al -Mamoun St., Osim, Giza",Giza-Awsim,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0238700664,,"Caliph Al -Mamoun St., Osim, Giza"
Hamza Central Hospital,https://healtheg.com/ar/Item/2813/مستشفى-اولاد-حمزة-المركزى,"The village of Awlad Hamza, in front of the Agricultural Administration, Sohag, Sohag",Sohag-Sohag,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0934935340,,"The village of Awlad Hamza, in front of the Agricultural Administration, Sohag, Sohag"
Saqr Central Hospital,https://healtheg.com/ar/Item/2854/مستشفى-اولاد-صقر-المركزى,"Al -Zananiri Village, next to Issam Al -Wasifi Pharmacy, Sons of Saqr, Sharqia",Sharqia-Fadad Saqr,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0553464636,,"Al -Zananiri Village, next to Issam Al -Wasifi Pharmacy, Sons of Saqr, Sharqia"
Future Hand Hospital,https://healtheg.com/ar/Item/53570/مستشفى-ايادى-المستقبل,"Akassia Street, behind the International Garden - Muharram Bey - Alexandria - Egypt",Alexandria-Muharram Bey,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0100 009 2371,,"Akassia Street, behind the International Garden - Muharram Bey - Alexandria - Egypt"
Badrawi Hospital,https://healtheg.com/ar/Item/2973/مستشفى-بدراوى,"39 Damascus St., Mohandessin, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237490016 - 0237490018 - 01006680072 - 0237490069,,"39 Damascus St., Mohandessin, Giza"
Brani Military Hospital,https://healtheg.com/ar/Item/2651/مستشفى-برانى-العسكرى,"The main road, next to the Brani Central Hospital, Sidi Brani, North Coast",North Coast-Sayyidi Brani,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0464400033,,"The main road, next to the Brani Central Hospital, Sidi Brani, North Coast"
Brani Central Hospital,https://healtheg.com/ar/Item/2653/مستشفى-برانى-المركزى,"The main road, next to the Brani Military Hospital, Sidi Barani, North Coast",North Coast-Sayyidi Brani,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0464400070,,"The main road, next to the Brani Military Hospital, Sidi Barani, North Coast"
Doctors Tower Specialist Hospital,https://healtheg.com/ar/Item/2685/مستشفى-برج-الاطباء-التخصصى,"55 Doctors ’Tower - Abdel Moneim Riad St. - Floor 3, 6, Mohandessin, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233039050,,"55 Doctors ’Tower - Abdel Moneim Riad St. - Floor 3, 6, Mohandessin, Giza"
Zahra Tower Hospital,https://healtheg.com/ar/Item/2466/مستشفى-برج-الزهراء,"43 Zahra Tower - Ahmed Orabi St., branched from Islam, Beni Suef, Beni Suef",Beni Suef-Beni Suef,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0822353507 - 0822353509,,"43 Zahra Tower - Ahmed Orabi St., branched from Islam, Beni Suef, Beni Suef"
Burj Al Arab Central Hospital,https://healtheg.com/ar/Item/2690/مستشفى-برج-العرب-المركزى,"The fifth neighboring, in front of the Burj Al Arab Police Department, New Burj Al Arab, Alexandria",Alexandria-Burj Al Arab,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,034593090 - 034595036,,"The fifth neighboring, in front of the Burj Al Arab Police Department, New Burj Al Arab, Alexandria"
Mina Tower Hospital,https://healtheg.com/ar/Item/1050/مستشفى-برج-مينا,"4 Al -Idrisi St., behind the Heliopolis Club, Heliopolis, Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0224186599 - 0222904163 - 0224185407,,"4 Al -Idrisi St., behind the Heliopolis Club, Heliopolis, Cairo"
Baraka Al -Saba General Hospital,https://healtheg.com/ar/Item/2705/مستشفى-بركة-السبع-العام,"Horin Road - East Road, next to the pharmacy d Ali Amin, Baraka Al -Saba, Menoufia",Menoufia-Baraka Al-Saba,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0482994200,,"Horin Road - East Road, next to the pharmacy d Ali Amin, Baraka Al -Saba, Menoufia"
Bassam Charitable Hospital Specialist,https://healtheg.com/ar/Item/881/مستشفى-بسام-الخيرى-التخصصى,"18 goals St., in front of Ain Shams Metro Station, Ain Shams Al Gharbia, Cairo",Cairo-Ain Shams West,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0222519776,,"18 goals St., in front of Ain Shams Metro Station, Ain Shams Al Gharbia, Cairo"
Basyoun Central Hospital,https://healtheg.com/ar/Item/2844/مستشفى-بسيون-المركزى,"July 23 St., close to the Health Insurance Administration, Basyoun, Gharbia",Western-Busion,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0402732875 - 0402730197,,"July 23 St., close to the Health Insurance Administration, Basyoun, Gharbia"
Mazar Central Hospital,https://healtheg.com/ar/Item/2845/مستشفى-بنى-مزار-المركزى,"Al Ibrahimiah, Bani Mazar, Minya",Minya-Bani Mazar,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0867821933 - 0867821935 - 0867821932 - 0867821931,,"Al Ibrahimiah, Bani Mazar, Minya"
Bahman Hospital,https://healtheg.com/ar/Item/932/مستشفى-بهمان,"32 Al -Marsad St., intersection of the highway road, the Military Production Clinic Center, Helwan, Cairo",Cairo-Color,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0225557551 - 0225557894 - 0225559602 - 0225559603,,"32 Al -Marsad St., intersection of the highway road, the Military Production Clinic Center, Helwan, Cairo"
Port Fouad General Hospital,https://healtheg.com/ar/Item/2556/مستشفى-بور-فؤاد-العام,"Al -Obour District, Port Fouad, Port Said",Port Said-Pour Fouad,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0663400849,,"Al -Obour District, Port Fouad, Port Said"
Port Ghalib Hospital,https://healtheg.com/ar/Item/2977/مستشفى-بورت-غالب,"Km 72 -, next to the Intercontinental Hotel The Palace Port Ghalib Resort, Marsa Marsa, Marsa Alam",Red Sea-Marina Alam,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0653700122 - 0653700120,,"Km 72 -, next to the Intercontinental Hotel The Palace Port Ghalib Resort, Marsa Marsa, Marsa Alam"
Port Said General Hospital,https://healtheg.com/ar/Item/2839/مستشفى-بورسعيد-العام,"Al -Nahda St., branch from Cesostris St., Al Sharq District, Port Said",Port Said-East Port Said,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0663237231 - 0663220694,,"Al -Nahda St., branch from Cesostris St., Al Sharq District, Port Said"
Bulaq Dakrur General Hospital,https://healtheg.com/ar/Item/2445/مستشفى-بولاق-الدكرور-العام,1 El Zuma Canal St.,Giza-Bulaq Dakrur,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233307704 - 0233307226 - 0233307200,,1 El Zuma Canal St.
Bulaq General Hospital,https://healtheg.com/ar/Item/871/مستشفى-بولاق-العام,"2 Al -Ahlia Press St., close to Hilton Cairo, World Trade Center, Bulaq, Cairo",Cairo-Bulaq Abu El-Ela,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0225762055 - 0225762126 - 0225755211 - 0225762297,,"2 Al -Ahlia Press St., close to Hilton Cairo, World Trade Center, Bulaq, Cairo"
Beit Al -Fadl Hospital,https://healtheg.com/ar/Item/859/مستشفى-بيت-الفضل,"Peninsula 6039 - St. 9 - District C - The Higher Plateau, next to the Upper Cairo Institutes, Al -Muqattam, Cairo",Cairo-Mokattam,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0225080224 - 0225080160 - 01144554470 - 0225058328,,"Peninsula 6039 - St. 9 - District C - The Higher Plateau, next to the Upper Cairo Institutes, Al -Muqattam, Cairo"
Beit Al -Nama Hospital,https://healtheg.com/ar/Item/2929/مستشفى-بيت-النعمة,"5 Albert St., in front of the Metro Market, Smouha, Alexandria",Alexandria-Smouha,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,03 4241217,,"5 Albert St., in front of the Metro Market, Smouha, Alexandria"
Blessed Hospital for children,https://healtheg.com/ar/Item/781/مستشفى-تبارك-للاطفال,"3 Hussein Zuhdi St. Al -Nuzha St., close to the Administrative Control Authority - ACA, Heliopolis, Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0224184840 - 0224184841 - 0224183248 - 0224184842,,"3 Hussein Zuhdi St. Al -Nuzha St., close to the Administrative Control Authority - ACA, Heliopolis, Cairo"
Assiut University Hospital,https://healtheg.com/ar/Item/2670/مستشفى-جامعة-اسيوط,"West Al -Walidiya tribal district - within Assiut University, Second Department of Assiut, Assiut",Assiut-West,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0882333327 - 0882413003 - 0882335905 - 0882414100,,"West Al -Walidiya tribal district - within Assiut University, Second Department of Assiut, Assiut"
Al -Azhar University Hospital,https://healtheg.com/ar/Item/3025/مستشفى-جامعة-الازهر,"Sixth neighboring - first district, new Damietta, Damietta",Damietta-Damietta new,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0572404509 - 0572404809 - 0572404309,,"Sixth neighboring - first district, new Damietta, Damietta"
Menoufia University Hospital,https://healtheg.com/ar/Item/2448/مستشفى-جامعة-المنوفية,"Yassin Abdel Ghaffar St., branched from Gamal Abdel Nasser St., next to the National Liver Institute - Menoufia University, Shebin El -Koum, Menoufia",Menoufia-Shabin Al-Kom,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0482233462 - 0482228304 - 0482228305 - 0482228306,,"Yassin Abdel Ghaffar St., branched from Gamal Abdel Nasser St., next to the National Liver Institute - Menoufia University, Shebin El -Koum, Menoufia"
Helwan University Hospital,https://healtheg.com/ar/Item/726/مستشفى-جامعة-حلوان,"Fayhida St., next to the College of Engineering, Helwan, Cairo",Cairo-Color,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0225564601,,"Fayhida St., next to the College of Engineering, Helwan, Cairo"
Ain Shams University Hospital,https://healtheg.com/ar/Item/744/مستشفى-جامعة-عين-شمس-التخصصى,"Al -Khalifa Al -Mamoun St., next to the Faculty of Commerce - Ain Shams University, Al -Qobba Bridge, Al -Abbasiya - Cairo Governorate",Cairo-Abbasiya,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0109 810 6892,,"Al -Khalifa Al -Mamoun St., next to the Faculty of Commerce - Ain Shams University, Al -Qobba Bridge, Al -Abbasiya - Cairo Governorate"
Suez Canal University Specialist Hospital in Ismailia,https://healtheg.com/ar/Item/3093/مستشفى-جامعة-قناة-السويس-التخصصى-بالاسماعيلية,"Km 4 5 -, inside the Suez Canal University, the circular road, Ismailia",Ismailia-the circular road,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0643208760 - 0643215299,,"Km 4 5 -, inside the Suez Canal University, the circular road, Ismailia"
Mount Sinai Hospital,https://healtheg.com/ar/Item/3075/مستشفى-جبل-سيناء,"Al Salam St., next to the Mobil gas station, Al -Nour District, Sharm El -Sheikh",Sharm El-Sheikh-Al-Nour neighborhood,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0693661745,,"Al Salam St., next to the Mobil gas station, Al -Nour District, Sharm El -Sheikh"
Jeddah Hospital,https://healtheg.com/ar/Item/2650/مستشفى-جدة,90 Ubaid Hassan St.,Alexandria-Wardian,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,034444799 - 034445599 - 034447806,,90 Ubaid Hassan St.
One -day surgeries hospital,https://healtheg.com/ar/Item/721/مستشفى-جراحات-اليوم-الواحد,"Health St., next to the sixth medical district, Nasr City, Cairo",Cairo-Nasr Country,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0224052403 - 0224052402 - 0224052401,,"Health St., next to the sixth medical district, Nasr City, Cairo"
Global Care Hospital,https://healtheg.com/ar/Item/53518/مستشفى-جلوبال-كير,"The Central Central Axis, the southern sector, 32 pieces - Sheikh Zayed City - 6 October",Giza-Sheikh Zayed,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,02 38500300,,"The Central Central Axis, the southern sector, 32 pieces - Sheikh Zayed City - 6 October"
Glim Hospital,https://healtheg.com/ar/Item/2960/مستشفى-جليم,4 Zahran Rushdi St.,Alexandria-Grim,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035837139 - 035836312 - 035852341,,4 Zahran Rushdi St.
Jamal Al -Din Al -Afghani Hospital - Ismailia Square branch,https://healtheg.com/ar/Item/96/مستشفي-جمال-الدين-الافغاني---فرع-ميدان-الاسماعيلية,"23 Omar Bin Al -Khattab St., on Peace Shopng Center, Ismailia Square - Heliopolis - Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0226339951 - 0222418971,,"23 Omar Bin Al -Khattab St., on Peace Shopng Center, Ismailia Square - Heliopolis - Cairo"
Gamal Abdel Nasser Hospital,https://healtheg.com/ar/Item/2930/مستشفى-جمال-عبد-الناصر,"Freedom Road, in front of the College of Engineering, Al -Hadra Bahri, Alexandria",Alexandria-New presence,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,034281244 - 034281245,,"Freedom Road, in front of the College of Engineering, Al -Hadra Bahri, Alexandria"
Gamasa Central Hospital,https://healtheg.com/ar/Item/2778/مستشفى-جمصة-المركزى,"Old Al -Fateh St., Gamasa, Dakahlia",Dakahlia-Jamsa,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0502741827 - 0502740521,,"Old Al -Fateh St., Gamasa, Dakahlia"
Orthodox Coptic Association Hospital,https://healtheg.com/ar/Item/727/مستشفى-جمعية-الاقباط-الارثوذكس,"39 Salim Al -Awal next to Eid Labib, Eastern Olives, Olive Department, Cairo Governorate",Cairo-olives,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,02 22583140,,"39 Salim Al -Awal next to Eid Labib, Eastern Olives, Olive Department, Cairo Governorate"
Tabarak Association Hospital,https://healtheg.com/ar/Item/899/مستشفى-جمعية-تبارك,"Jacob Boutros, Ain Shams Al Sharqiya, Cairo",Cairo-Ein Shams East,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0224932323 - 0224935900,,"Jacob Boutros, Ain Shams Al Sharqiya, Cairo"
Egyptian Children's Care Association Hospital,https://healtheg.com/ar/Item/778/مستشفى-جمعية-رعاية-الاطفال-المصرية,"25 Cammy St., Mrs. Zainab, Cairo",Cairo-Mrs. Zainab,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0223914339,,"25 Cammy St., Mrs. Zainab, Cairo"
Omar bin Abdul Aziz Association Hospital,https://healtheg.com/ar/Item/963/مستشفى-جمعية-عمر-بن-عبد-العزيز,"Asmaa Fahmy St., within the Omar bin Abdul Aziz Association, Heliopolis, Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0224190635,,"Asmaa Fahmy St., within the Omar bin Abdul Aziz Association, Heliopolis, Cairo"
Sayyida Zainab Mosque Association Hospital,https://healtheg.com/ar/Item/1005/مستشفى-جمعية-مسجد-السيدة-زينب,"55 Al -Sad Al -Jawani St., Mrs. Zainab, Cairo",Cairo-Mrs. Zainab,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0223627975 - 0223688759,,"55 Al -Sad Al -Jawani St., Mrs. Zainab, Cairo"
Helwan Private Hospital,https://healtheg.com/ar/Item/968/مستشفى-حلوان-الخاص,"28 A Abdullah St., Helwan, Cairo",Cairo-Color,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0225543195,,"28 A Abdullah St., Helwan, Cairo"
Helwan General Hospital,https://healtheg.com/ar/Item/729/مستشفى-حلوان-العام,"15 Zaki El Zaki Intersection St. Fayed, Helwan, Cairo",Cairo-Color,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,02/25564364,,"15 Zaki El Zaki Intersection St. Fayed, Helwan, Cairo"
Assiut Fever Hospital,https://healtheg.com/ar/Item/3037/مستشفى-حميات-اسيوط,"Sultan Bridge St., next to Field Marshal Ahmed Ismail Secondary School, Sadat, Assiut",Assiut-Sadat,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0882333317,,"Sultan Bridge St., next to Field Marshal Ahmed Ismail Secondary School, Sadat, Assiut"
Zagazig Fever Hospital,https://healtheg.com/ar/Item/2472/مستشفى-حميات-الزقازيق,"Manshiyat Al -Hamyat, close to the Nile Transport Company, Zagazig, Eastern",Eastern-Zagazig,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0552283286,,"Manshiyat Al -Hamyat, close to the Nile Transport Company, Zagazig, Eastern"
